epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,511.894,0.42206,0.33169,0.98307,0.82701,1,0.96833,0.67626,0.83392,0.83628,1.52783,0.00086,0.00086,0.00086
192,514.201,0.39104,0.31233,0.98103,0.89926,0.89336,0.93262,0.66998,0.91632,0.88391,1.56008,0.000854,0.000854,0.000854
193,516.583,0.416,0.32167,0.96602,0.8812,0.8,0.93714,0.68491,0.86476,0.79071,1.51179,0.000848,0.000848,0.000848
194,519.309,0.38047,0.30793,0.97084,0.89909,0.89183,0.94192,0.66859,1.05361,0.73974,1.73638,0.000842,0.000842,0.000842
195,522.477,0.38979,0.31217,0.9792,0.82085,1,0.93833,0.6801,0.97954,0.75217,1.68939,0.000836,0.000836,0.000836
196,524.918,0.39089,0.33383,0.97459,0.92088,0.9,0.97833,0.72407,0.8296,0.58283,1.58641,0.00083,0.00083,0.00083
197,527.296,0.41192,0.32782,0.99119,1,0.99378,0.995,0.84025,0.75053,0.48911,1.52483,0.000824,0.000824,0.000824
198,529.637,0.37612,0.30638,0.97443,1,0.99902,0.995,0.85266,0.63509,0.43483,1.34718,0.000818,0.000818,0.000818
199,532.095,0.38621,0.30018,0.99152,0.99648,1,0.995,0.86213,0.62457,0.40973,1.34552,0.000812,0.000812,0.000812
200,535.161,0.39666,0.3191,1.00239,0.99697,1,0.995,0.82567,0.58752,0.38401,1.26774,0.000806,0.000806,0.000806
201,537.881,0.38824,0.31179,1.01149,0.99615,1,0.995,0.85745,0.64306,0.42935,1.45506,0.0008,0.0008,0.0008
202,540.484,0.3885,0.3014,0.97015,0.99434,1,0.995,0.81469,0.62268,0.45596,1.44611,0.000794,0.000794,0.000794
203,542.683,0.36776,0.30108,0.97018,0.99403,1,0.995,0.83163,0.65907,0.54755,1.49455,0.000788,0.000788,0.000788
204,545.067,0.41083,0.31276,1.00286,0.9943,1,0.995,0.80258,0.74677,0.56008,1.66086,0.000782,0.000782,0.000782
205,547.968,0.40763,0.32916,1.01931,0.99424,1,0.995,0.7361,0.71357,0.5485,1.62148,0.000776,0.000776,0.000776
206,552.446,0.39633,0.30682,0.99176,0.9942,1,0.995,0.7489,0.73783,0.53087,1.58603,0.00077,0.00077,0.00077
207,554.422,0.36153,0.31698,0.96281,0.99514,1,0.995,0.7919,0.68079,0.58918,1.40269,0.000764,0.000764,0.000764
208,556.802,0.37206,0.30996,0.9815,0.88637,0.9,0.94192,0.79218,0.62873,0.67765,1.28306,0.000758,0.000758,0.000758
209,559.213,0.38762,0.30111,0.9978,1,0.88692,0.94763,0.85492,0.60383,0.66781,1.23024,0.000752,0.000752,0.000752
210,562.654,0.37025,0.28513,0.98196,0.8976,0.8784,0.96192,0.84097,0.57254,0.61258,1.16498,0.000746,0.000746,0.000746
211,565.125,0.38178,0.29749,0.99187,0.85342,1,0.95864,0.84908,0.54674,0.58808,1.18014,0.00074,0.00074,0.00074
212,567.695,0.40752,0.33226,0.98395,0.8998,0.89821,0.95833,0.8257,0.56588,0.70138,1.20473,0.000734,0.000734,0.000734
213,570.076,0.34847,0.27877,0.97218,0.8992,0.89279,0.9375,0.79907,0.61209,0.67592,1.22241,0.000728,0.000728,0.000728
214,572.415,0.38629,0.31698,0.99144,0.89754,0.9,0.95192,0.81221,0.64352,0.64151,1.24406,0.000722,0.000722,0.000722
215,575.478,0.39334,0.30261,0.99644,0.82466,1,0.95056,0.80199,0.60398,0.63064,1.22643,0.000716,0.000716,0.000716
216,578.295,0.37897,0.30837,0.97833,0.82798,1,0.95056,0.78993,0.63981,0.72949,1.26176,0.00071,0.00071,0.00071
217,580.649,0.33937,0.27679,0.96903,0.82633,1,0.95056,0.78923,0.68952,0.70254,1.29177,0.000704,0.000704,0.000704
218,582.906,0.35492,0.29193,0.96085,0.82495,1,0.96167,0.71658,0.85853,0.73456,1.47498,0.000698,0.000698,0.000698
219,585.408,0.34772,0.28301,0.99438,0.89148,0.8233,0.96192,0.69156,0.9036,0.74897,1.50306,0.000692,0.000692,0.000692
220,588.271,0.3759,0.28638,0.9919,0.80526,0.8,0.93932,0.70537,1.04035,0.8362,1.63257,0.000686,0.000686,0.000686
221,591.387,0.38445,0.30318,0.97364,0.89092,0.81827,0.95643,0.70879,1.02977,0.87074,1.68233,0.00068,0.00068,0.00068
222,593.849,0.34254,0.26939,0.96373,0.75557,1,0.95374,0.76107,0.86607,0.83642,1.56629,0.000674,0.000674,0.000674
223,596.194,0.35022,0.25814,0.9526,0.90244,0.92681,0.96773,0.7816,0.69656,0.69329,1.40555,0.000668,0.000668,0.000668
224,598.393,0.3803,0.29863,0.9778,0.88385,1,0.97682,0.83389,0.60926,0.54116,1.30289,0.000662,0.000662,0.000662
225,601.444,0.37468,0.27651,0.96384,0.83313,1,0.96773,0.81816,0.6256,0.49715,1.32542,0.000656,0.000656,0.000656
226,604.389,0.35343,0.26514,0.9604,0.82293,1,0.93833,0.80666,0.62556,0.55675,1.28357,0.00065,0.00065,0.00065
227,606.85,0.38438,0.29176,0.96721,0.88124,0.9,0.92643,0.77847,0.54488,0.57753,1.19058,0.000644,0.000644,0.000644
228,609.374,0.38419,0.28572,0.99498,0.8808,0.9,0.92167,0.80725,0.54479,0.5462,1.21449,0.000638,0.000638,0.000638
229,611.752,0.3814,0.3142,1.00362,0.86309,0.9,0.93192,0.80902,0.54709,0.56794,1.19,0.000632,0.000632,0.000632
230,614.417,0.33593,0.26722,0.9632,0.76827,0.995,0.92041,0.78883,0.54597,0.55489,1.17498,0.000626,0.000626,0.000626
231,617.656,0.37324,0.30322,0.9817,0.80961,0.9,0.92602,0.83762,0.48367,0.53655,1.09582,0.00062,0.00062,0.00062
232,620.129,0.3609,0.28237,0.96286,0.79845,0.9,0.93714,0.84462,0.47425,0.5086,1.09917,0.000614,0.000614,0.000614
233,622.489,0.35549,0.30933,0.96019,0.87914,0.9,0.94643,0.84364,0.46156,0.53632,1.06609,0.000608,0.000608,0.000608
234,624.857,0.35,0.27546,0.95385,0.8305,1,0.97833,0.84712,0.52842,0.63334,1.15433,0.000602,0.000602,0.000602
